Zone,Apartment_Type,SPL,RT60 (material ac),RT60(seconds),Element,Material,Absortion_Coefficient,Height,Surface_Area(m),Facade_Dampening(Score),Comfort_Index
HD-Urban-V1,1Bed,0.317,0.63,0.240777,Floor,Wood Parquet,0.07,3,9,8.660894,0.331
HD-Urban-V1,1Bed,0.306,0.9,0.681408,Floor,Wood Flooring on Joists,0.1,3,9,8.741662,0.398
GreenEdge-V3,1Bed,0.161,2.7,0.274733,Floor,Thin Carpet on Wood,0.3,3,9,8.328289,0.423
Roadside-V2,1Bed,0.385,2.7,0.563075,Ceiling,"50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.3,3,9,8.521778,0.488
Ind-Zone-V0,1Bed,0.589,0.72,0.498831,Ceiling,Sprayed Cellulose Fiber (25mm on Solid Backing),0.08,3,9,8.58699,0.492
Roadside-V2,1Bed,0.385,3.6,0.908117,Ceiling,"Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool",0.4,3,9,8.239964,0.503
HD-Urban-V0,1Bed,0.414,0.234,0.438999,Window,Wired Glass + Painted Brick,0.026,3,9,8.405184,0.352
HD-Urban-V0,1Bed,0.424,0.162,0.505618,Window,Large Pane Glass + Painted Brick,0.018,3,9,8.458615,0.875
Ind-Zone-V0,1Bed,0.571,0.486,1.276402,Window,Frosted Glass + Gypsum Board,0.054,6,9,8.097395,0.851
HD-Urban-V1,1Bed,0.369,0.36,2.034182,Window,Large Pane Glass + Plaster with Wallpaper Backing,0.04,6,9,8.000516,0.989
HD-Urban-V1,1Bed,0.358,0.594,0.483602,Window,Laminated Glass + Plaster on Masonry,0.066,6,9,7.956256,0.97
GreenEdge-V3,1Bed,0.205,0.783,0.39812,Door,Fire-Rated Door with Mineral Core + Plaster with Wallpaper Backing,0.087,6,9,7.958336,0.984
HD-Urban-V1,2Bed,0.279,3.24,0.893413,Wall,Concrete Block (Coarse),0.36,6,9,8.428937,0.975
HD-Urban-V1,2Bed,0.372,0.18,0.833373,Wall,Plaster on Masonry,0.02,6,9,8.279577,0.481
Roadside-V2,2Bed,0.35,4.14,0.797474,Wall,Concrete Block (Painted),0.46,3,9,9.07834,0.768
HD-Urban-V0,1Bed,0.402,0.09,0.31453,Floor,Marble,0.01,6,9,8.442847,0.985
Ind-Zone-V0,1Bed,0.531,0.09,0.575141,Floor,Marble,0.01,6,9,7.94493,0.805
MD-Urban-V2,1Bed,0.255,0.09,0.418828,Floor,Marble,0.01,6,9,7.874617,0.85
HD-Urban-V1,1Bed,0.357,0.09,0.471795,Floor,Terrazzo,0.01,6,9,7.840433,0.994
HD-Urban-V1,1Bed,0.358,2.25,0.344715,Ceiling,"Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.25,6,9,7.985832,0.8
Roadside-V1,1Bed,0.466,1.26,0.447746,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,6,9,7.949926,0.908
HD-Urban-V0,1Bed,0.382,0.9,0.302611,Ceiling,Sprayed Cellulose Fiber (32mm on Solid Backing),0.1,6,9,7.883748,0.882
Roadside-V2,1Bed,0.374,2.25,0.359597,Ceiling,"Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.25,6,9,8.01131,0.976
HD-Urban-V0,2Bed,0.419,2.124,0.76183,Window,Large Pane Glass + Concrete Block (Coarse),0.236,3,0,7.929892,0.993
MD-Urban-V2,2Bed,0.353,0.45,0.975265,Window,Wired Glass + Gypsum Board,0.05,3,0,7.891429,0.992
Roadside-V1,2Bed,0.48,2.565,0.604506,Window,Glass Block + Concrete Block (Painted),0.285,3,9,8.570974,0.995
HD-Urban-V1,2Bed,0.32,0.864,0.829897,Window,Glass Block + Wood Paneling,0.096,3,9,8.854932,0.973
GreenEdge-V3,2Bed,0.224,0.477,0.473297,Window,Double Pane Glass + Painted Brick,0.053,3,9,8.960112,0.97
HD-Urban-V0,2Bed,0.406,0.144,0.573634,Door,Sliding Wood Door + Painted Brick,0.016,3,9,8.314923,0.993
Roadside-V2,2Bed,0.384,0.18,0.859632,Wall,Plaster on Masonry,0.02,3,9,8.977999,0.868
HD-Urban-V0,2Bed,0.402,0.36,0.875605,Wall,Plaster with Wallpaper Backing,0.04,6,9,16.001313,0.391
GreenEdge-V3,2Bed,0.148,4.5,0.509091,Floor,Medium Pile Carpet,0.5,3,9,4.267677,0.975
Roadside-V2,2Bed,0.365,2.25,0.808707,Floor,Thin Carpet on Concrete,0.25,3,9,7.263721,0.963
Ind-Zone-V0,2Bed,0.542,0.63,0.588128,Floor,Wood Parquet,0.07,3,9,6.536395,0.963
Roadside-V2,2Bed,0.338,0.09,0.621222,Floor,Terrazzo,0.01,3,9,6.49687,0.819
HD-Urban-V0,2Bed,0.357,0.09,0.802326,Ceiling,"Plaster (Gypsum or Lime, on Masonry)",0.01,3,9,6.807116,0.94
HD-Urban-V0,2Bed,0.447,1.26,0.678609,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,3,9,6.403326,0.908
Ind-Zone-V0,2Bed,0.559,2.7,0.479167,Ceiling,Perforated Underside of Structural Steel Decking,0.3,3,9,7.161286,0.975
HD-Urban-V1,2Bed,0.369,0.54,1.196285,Ceiling,"Mineral Wool Tiles, Glued/Screwed to Soffit",0.06,6,9,8.318308,0.978
HD-Urban-V1,2Bed,0.393,0.405,0.473762,Window,Insulated Glazing Unit + Gypsum Board,0.045,6,9,3.75099,0.898
HD-Urban-V0,2Bed,0.398,1.035,0.55919,Window,Frosted Glass + Wood Paneling,0.115,6,9,7.394862,0.989
GreenEdge-V3,2Bed,0.272,0.225,0.737686,Window,Glazed Ceramic Tile + Unpainted Brick,0.025,6,9,6.058054,0.898
Roadside-V1,2Bed,0.457,0.162,0.681481,Window,Small Pane Glass + Painted Brick,0.018,6,9,5.888966,0.977
GreenEdge-V3,2Bed,0.21,0.288,0.955962,Window,Wired Glass + Plaster on Masonry,0.032,6,9,6.889103,0.97
Ind-Zone-V0,2Bed,0.487,0.09,1.107603,Wall,Painted Brick,0.01,6,0,9.526543,0.371
HD-Urban-V1,2Bed,0.348,0.27,0.700295,Wall,Unpainted Brick,0.03,3,9,4.585296,0.496
HD-Urban-V1,2Bed,0.315,0.18,0.887599,Wall,Plaster on Masonry,0.02,6,9,7.056769,0.481
GreenEdge-V3,2Bed,0.156,0.18,1.097751,Wall,Plaster on Masonry,0.02,6,9,8.418222,0.491
HD-Urban-V0,2Bed,0.352,0.09,0.888817,Wall,Painted Brick,0.01,3,9,7.359406,0.482
HD-Urban-V1,2Bed,0.348,0.09,0.700295,Wall,Painted Brick,0.01,3,9,7.344934,0.499
Roadside-V2,1Bed,0.385,0.684,0.746705,Window,Double Pane Glass + Plaster with Wallpaper Backing,0.076,3,9,7.50293,0.488
Ind-Zone-V0,1Bed,0.589,0.864,0.479046,Window,Glazed Ceramic Tile + Wood Paneling,0.096,3,9,7.432617,0.493
Roadside-V2,1Bed,0.385,0.486,0.602017,Window,Frosted Glass + Gypsum Board,0.054,3,9,7.398433,0.489
Ind-Zone-V0,1Bed,0.571,1.188,0.993049,Door,Double Pane Glass Door + Wood Paneling,0.132,6,9,7.441748,0.496
GreenEdge-V3,2Bed,0.195,3.24,0.800677,Wall,Concrete Block (Coarse),0.36,6,9,6.70612,0.483
HD-Urban-V0,2Bed,0.366,5.85,1.097751,Wall,Fiberglass Board,0.65,6,9,7.824309,0.466
HD-Urban-V0,1Bed,0.374,4.5,0.888817,Floor,Medium Pile Carpet,0.5,6,9,7.449429,0.5
GreenEdge-V3,1Bed,0.205,1.35,0.700295,Floor,Cork Floor Tiles,0.15,6,9,8.128974,0.479
Roadside-V1,1Bed,0.441,0.27,0.343368,Floor,Vinyl Tile,0.03,6,9,8.412932,0.3
GreenEdge-V3,1Bed,0.161,2.25,0.602392,Floor,Thin Carpet on Concrete,0.25,6,9,8.518112,0.485
HD-Urban-V1,1Bed,0.31,0.09,0.389612,Ceiling,"Plaster (Gypsum or Lime, on Masonry)",0.01,6,9,7.673855,0.413
HD-Urban-V0,1Bed,0.402,2.7,0.391982,Ceiling,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,0.3,6,9,7.619338,0.336
Ind-Zone-V0,1Bed,0.531,2.16,0.375237,Ceiling,Wood Tongue-and-Groove Roof Decking,0.24,6,9,7.872923,0.372
MD-Urban-V2,1Bed,0.255,2.7,0.372202,Ceiling,"50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.3,6,9,7.920171,0.466
HD-Urban-V1,1Bed,0.357,0.27,0.322509,Window,Insulated Glazing Unit + Unpainted Brick,0.03,6,0,7.935803,0.489
HD-Urban-V1,1Bed,0.358,0.621,0.373497,Window,Single Pane Glass + Gypsum Board,0.069,6,9,4.211677,0.465
Roadside-V1,1Bed,0.466,2.439,0.3939,Window,Glazed Ceramic Tile + Concrete Block (Coarse),0.271,6,9,7.377721,0.448
HD-Urban-V0,1Bed,0.382,2.637,0.464091,Window,Small Pane Glass + Concrete Block (Painted),0.293,6,9,6.746395,0.353
Roadside-V2,1Bed,0.374,0.459,0.648481,Window,Single Pane Glass + Plaster on Masonry,0.051,6,9,6.58587,0.482
Roadside-V1,2Bed,0.48,3.222,0.604506,Door,Fire-Rated Door with Mineral Core + Concrete Block (Coarse),0.358,3,9,6.874286,0.382
HD-Urban-V0,2Bed,0.366,5.85,1.097751,Wall,Fiberglass Board,0.65,3,9,6.953065,0.975
HD-Urban-V0,2Bed,0.374,0.09,0.888817,Wall,Painted Brick,0.01,12,9,6.92462,0.945
Roadside-V2,2Bed,0.352,2.25,0.700295,Floor,Thin Carpet on Concrete,0.25,3,9,7.452862,0.805
Roadside-V2,2Bed,0.367,4.5,0.700295,Floor,Medium Pile Carpet,0.5,3,9,5.830054,0.895
HD-Urban-V0,2Bed,0.406,1.35,0.573634,Floor,Cork Floor Tiles,0.15,3,9,5.877966,0.945
HD-Urban-V1,2Bed,0.292,4.5,0.576716,Floor,Thick Pile Carpet,0.5,3,9,6.928103,0.994
HD-Urban-V1,2Bed,0.363,4.5,0.571936,Ceiling,0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass,0.5,3,9,8.593021,0.994
GreenEdge-V3,2Bed,0.148,4.5,0.509091,Ceiling,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.5,3,9,6.593281,0.984
Roadside-V2,2Bed,0.365,6.57,0.808707,Ceiling,"Metal Deck (Perforated Channels, 75mm Batts)",0.73,3,9,5.831787,0.825
Ind-Zone-V0,2Bed,0.542,0.54,0.588128,Ceiling,"Mineral Wool Tiles, Glued/Screwed to Soffit",0.06,3,9,6.60881,0.993
Roadside-V2,2Bed,0.338,0.963,0.621222,Window,Large Pane Glass + Wood Paneling,0.107,3,9,6.917111,0.984
HD-Urban-V0,2Bed,0.357,0.36,0.802326,Window,Large Pane Glass + Plaster with Wallpaper Backing,0.04,3,9,7.113242,0.979
HD-Urban-V0,2Bed,0.447,0.198,0.678609,Window,Glazed Ceramic Tile + Unpainted Brick,0.022,3,9,7.232814,0.975
Ind-Zone-V0,2Bed,0.559,3.681,0.479167,Window,Insulated Glazing Unit + Fiberglass Board,0.409,3,9,6.401215,0.895
HD-Urban-V1,2Bed,0.369,0.297,1.196285,Window,Single Pane Glass + Painted Brick,0.033,6,9,7.689933,0.993
HD-Urban-V0,2Bed,0.398,0.522,0.55919,Door,Plywood Door + Gypsum Board,0.058,6,9,8.298561,0.401
HD-Urban-V0,2Bed,0.366,0.18,1.097751,Wall,Plaster on Masonry,0.02,9,9,6.755859,0.85
HD-Urban-V0,2Bed,0.374,0.45,0.888817,Wall,Acoustic Plaster,0.5,3,9,5.857021,0.331
MD-Urban-V2,2Bed,0.313,3.24,0.700295,Wall,Concrete Block (Coarse),0.36,3,9,5.86298,0.398
HD-Urban-V1,2Bed,0.31,0.09,0.687055,Floor,Marble,0.01,6,9,9.558386,0.496
HD-Urban-V0,2Bed,0.402,0.09,0.866368,Floor,Marble,0.01,6,9,7.224389,0.487
Ind-Zone-V0,2Bed,0.58,4.5,1.074527,Floor,Medium Pile Carpet,0.5,6,9,7.232684,0.372
MD-Urban-V2,2Bed,0.292,4.5,0.556131,Floor,Medium Pile Carpet,0.5,6,9,7.215782,0.478
HD-Urban-V1,2Bed,0.373,3.6,1.549318,Ceiling,"Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool",0.4,6,9,7.220547,0.477
HD-Urban-V1,2Bed,0.323,2.25,0.792128,Ceiling,"100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.25,6,9,7.229151,0.464
Roadside-V1,2Bed,0.48,4.5,0.444547,Ceiling,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.5,6,9,7.214293,0.421
HD-Urban-V0,3Bed,0.419,1.71,0.760032,Ceiling,"Metal Deck (Perforated Channels, 25mm Batts)",0.19,3,9,7.220252,0.423
MD-Urban-V2,3Bed,0.353,0.135,0.66636,Window,Insulated Glazing Unit + Painted Brick,0.015,3,9,7.220159,0.308
Roadside-V1,3Bed,0.465,2.124,0.649922,Window,Large Pane Glass + Concrete Block (Coarse),0.236,3,9,7.202452,0.488
HD-Urban-V1,3Bed,0.377,1.071,0.715026,Window,Insulated Glazing Unit + Wood Paneling,0.119,3,9,7.224358,0.389
GreenEdge-V3,3Bed,0.209,0.999,1.106107,Window,Wired Glass + Wood Paneling,0.111,3,9,7.228082,0.313
Roadside-V2,3Bed,0.352,0.306,0.866886,Window,Glass Block + Gypsum Board,0.034,3,9,7.214962,0.493
HD-Urban-V1,3Bed,0.373,0.504,0.684945,Door,Laminated Glass Door + Unpainted Brick,0.056,3,9,7.204073,0.24
Roadside-V2,2Bed,0.339,0.09,0.921768,Wall,Painted Brick,0.01,6,9,7.074049,0.984
HD-Urban-V0,2Bed,0.318,0.45,1.183773,Wall,Gypsum Board,0.05,6,9,7.303623,0.895
Roadside-V2,3Bed,0.411,4.5,0.660287,Floor,Thick Pile Carpet,0.5,3,9,8.931393,0.998
Ind-Zone-V0,3Bed,0.589,4.5,0.977074,Floor,Thick Pile Carpet,0.5,3,9,8.431321,0.985
Roadside-V2,3Bed,0.385,4.5,0.986721,Floor,Thick Pile Carpet,0.5,3,9,8.660894,0.85
HD-Urban-V0,3Bed,0.391,4.5,0.735346,Floor,Medium Pile Carpet,0.5,3,9,8.741662,0.8
HD-Urban-V0,3Bed,0.424,3.6,0.778196,Ceiling,"Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool",0.4,3,9,8.328289,0.908
Ind-Zone-V0,3Bed,0.571,3.78,0.893342,Ceiling,"Mineral Wool Tiles, 180mm Airspace",0.42,6,9,8.521778,0.978
HD-Urban-V1,3Bed,0.32,3.78,0.615679,Ceiling,"Mineral Wool Tiles, 180mm Airspace",0.42,6,9,8.58699,0.987
HD-Urban-V1,3Bed,0.344,0.72,0.683652,Ceiling,Sprayed Cellulose Fiber (25mm on Solid Backing),0.08,6,9,8.239964,0.842
HD-Urban-V0,3Bed,0.349,0.81,1.059985,Window,Laminated Glass + Plaster on Masonry,0.09,6,9,8.405184,0.954
GreenEdge-V3,3Bed,0.272,0.36,0.752923,Window,Large Pane Glass + Plaster with Wallpaper Backing,0.04,6,9,8.458615,0.992
Roadside-V1,3Bed,0.427,0.432,0.681882,Window,Frosted Glass + Plaster with Wallpaper Backing,0.048,6,9,8.097395,0.988
GreenEdge-V3,3Bed,0.21,0.324,0.617647,Window,Small Pane Glass + Plaster with Wallpaper Backing,0.036,6,9,8.000516,0.975
HD-Urban-V1,3Bed,0.31,0.423,0.822361,Window,Large Pane Glass + Gypsum Board,0.047,6,9,7.956256,0.988
MD-Urban-V2,3Bed,0.278,1.197,0.83228,Door,Single Pane Glass Door + Wood Paneling,0.133,6,9,7.917583,0.963
HD-Urban-V0,2Bed,0.367,3.24,1.192629,Wall,Concrete Block (Coarse),0.36,6,9,7.38439,0.975
Roadside-V2,2Bed,0.323,0.45,0.950469,Wall,Gypsum Board,0.05,3,9,7.525933,0.407
Roadside-V1,3Bed,0.443,2.7,0.539866,Floor,Thin Carpet on Wood,0.3,6,9,8.442847,0.963
HD-Urban-V0,3Bed,0.382,2.7,0.714497,Floor,Thin Carpet on Wood,0.3,6,9,7.94493,0.978
Roadside-V2,3Bed,0.388,4.5,0.579832,Floor,Thick Pile Carpet,0.5,6,9,7.874617,0.977
HD-Urban-V1,3Bed,0.326,2.25,0.677578,Floor,Thin Carpet on Concrete,0.25,6,9,7.840433,0.858
HD-Urban-V0,1Bed,0.419,0.9,0.49576,Ceiling,"Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing",0.1,3,9,7.985832,0.989
MD-Urban-V2,1Bed,0.353,4.5,0.829388,Ceiling,0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass,0.5,3,0,7.949926,0.738
Roadside-V1,1Bed,0.522,2.16,0.361751,Ceiling,Wood Tongue-and-Groove Roof Decking,0.24,3,9,7.883748,0.963
HD-Urban-V1,1Bed,0.377,4.23,0.3576,Ceiling,Sprayed Cellulose Fiber (25mm on Timber Lath),0.47,3,9,8.01131,0.963
GreenEdge-V3,1Bed,0.265,3.582,1.514477,Window,Single Pane Glass + Acoustic Plaster,0.398,3,9,7.929892,0.805
Roadside-V2,1Bed,0.433,0.927,0.290074,Window,Insulated Glazing Unit + Wood Paneling,0.103,3,9,7.891429,0.984
Roadside-V2,1Bed,0.367,0.135,0.430971,Window,Insulated Glazing Unit + Painted Brick,0.015,3,9,8.570974,0.984
HD-Urban-V0,1Bed,0.39,3.789,1.021392,Window,Frosted Glass + Fiberglass Board,0.421,3,9,8.854932,0.917
HD-Urban-V1,1Bed,0.317,0.324,0.355757,Window,Small Pane Glass + Plaster with Wallpaper Backing,0.036,3,9,8.960112,0.702
Ind-Zone-V0,1Bed,0.589,0.513,0.479046,Door,Hollow-Core Wood Door + Plaster with Wallpaper Backing,0.057,3,9,8.362171,0.898
Roadside-V2,2Bed,0.369,0.45,1.147786,Wall,Gypsum Board,0.05,3,9,8.910352,0.483
HD-Urban-V0,1Bed,0.414,2.25,0.352384,Floor,Thin Carpet on Concrete,0.25,3,9,4.215677,0.987
HD-Urban-V0,1Bed,0.424,2.25,0.521444,Floor,Thin Carpet on Concrete,0.25,3,9,7.484721,0.992
Ind-Zone-V0,1Bed,0.571,2.7,0.993049,Floor,Thin Carpet on Wood,0.3,6,9,6.503395,0.963
HD-Urban-V1,1Bed,0.369,0.09,0.453632,Floor,Marble,0.01,6,9,6.28187,0.805
HD-Urban-V1,1Bed,0.358,4.23,0.392939,Ceiling,Sprayed Cellulose Fiber (25mm on Timber Lath),0.47,6,9,6.539116,0.984
HD-Urban-V0,1Bed,0.349,6.57,0.555628,Ceiling,"Metal Deck (Perforated Channels, 75mm Batts)",0.73,6,0,6.156326,0.805
GreenEdge-V3,1Bed,0.205,1.08,0.3382,Ceiling,"Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool",0.12,6,9,6.874286,0.963
Roadside-V1,1Bed,0.441,6.57,0.343368,Ceiling,"Metal Deck (Perforated Channels, 75mm Batts)",0.73,6,9,8.206308,0.895
GreenEdge-V3,1Bed,0.161,3.924,0.602392,Window,Single Pane Glass + Fiberglass Board,0.436,6,9,3.77999,0.828
HD-Urban-V1,1Bed,0.31,0.18,0.389612,Window,Wired Glass + Painted Brick,0.02,6,9,7.351862,0.895
HD-Urban-V0,1Bed,0.402,0.27,0.391982,Window,Small Pane Glass + Unpainted Brick,0.03,6,9,6.267054,0.503
Ind-Zone-V0,1Bed,0.531,0.756,0.375237,Window,Laminated Glass + Painted Brick,0.084,6,9,5.878966,0.345
MD-Urban-V2,1Bed,0.255,2.646,0.372202,Window,Single Pane Glass + Concrete Block (Coarse),0.294,6,9,6.899103,0.487
HD-Urban-V1,1Bed,0.358,0.216,0.373497,Door,Plywood Door + Painted Brick,0.024,6,9,6.600281,0.387
HD-Urban-V0,2Bed,0.371,3.24,0.808984,Wall,Concrete Block (Coarse),0.36,3,9,7.878561,0.487
GreenEdge-V3,2Bed,0.224,5.85,0.811042,Wall,Fiberglass Board,0.65,6,9,7.202452,0.917
Roadside-V1,2Bed,0.387,1.35,1.078341,Wall,Wood Paneling,0.15,6,9,7.224358,0.917
HD-Urban-V0,2Bed,0.419,0.09,0.76183,Floor,Terrazzo,0.01,3,9,7.202242,0.491
MD-Urban-V2,2Bed,0.353,4.5,0.975265,Floor,Medium Pile Carpet,0.5,3,9,7.192814,0.477
Roadside-V1,2Bed,0.48,4.5,0.604506,Floor,Medium Pile Carpet,0.5,3,9,6.514215,0.397
HD-Urban-V1,2Bed,0.32,0.09,0.829897,Floor,Marble,0.01,3,9,7.525933,0.478
GreenEdge-V3,2Bed,0.224,1.8,0.473297,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind,0.2,3,9,8.910352,0.48
Roadside-V2,2Bed,0.352,2.43,0.533407,Ceiling,"Hardboard, 25% Perforated Over 50mm Mineral Wool",0.27,3,0,7.878561,0.466
Roadside-V2,2Bed,0.367,0.45,1.132474,Ceiling,Sprayed Cellulose Fiber (16mm on Solid Backing),0.05,3,9,7.59806,0.398
HD-Urban-V0,2Bed,0.406,4.05,0.573634,Ceiling,"12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",0.45,3,9,8.489072,0.963
HD-Urban-V1,2Bed,0.292,1.071,0.576716,Window,Small Pane Glass + Wood Paneling,0.119,3,9,6.225944,0.945
HD-Urban-V1,2Bed,0.363,0.144,0.571936,Window,Glass Block + Plaster on Masonry,0.016,3,9,9.558386,0.828
GreenEdge-V3,2Bed,0.148,3.42,0.509091,Window,Insulated Glazing Unit + Acoustic Plaster,0.38,3,9,7.224389,0.887
Roadside-V2,2Bed,0.365,2.565,0.808707,Window,Glazed Ceramic Tile + Concrete Block (Painted),0.285,3,9,7.232684,0.975
Ind-Zone-V0,2Bed,0.542,2.88,0.588128,Window,Single Pane Glass + Concrete Block (Painted),0.32,3,9,7.215782,0.983
HD-Urban-V0,2Bed,0.447,0.45,0.678609,Door,Sliding Wood Door + Gypsum Board,0.05,3,9,7.214293,0.992
Roadside-V2,2Bed,0.379,0.45,0.868219,Wall,Acoustic Plaster,0.5,3,9,6.058054,0.841
Ind-Zone-V0,2Bed,0.576,0.18,2.403237,Wall,Plaster on Masonry,0.02,3,9,5.888966,0.993
HD-Urban-V1,2Bed,0.393,2.7,0.473762,Floor,Thin Carpet on Wood,0.3,6,9,7.202452,0.963
HD-Urban-V0,2Bed,0.398,0.09,0.55919,Floor,Marble,0.01,6,9,7.224358,0.993
GreenEdge-V3,2Bed,0.272,2.25,0.737686,Floor,Thin Carpet on Concrete,0.25,6,9,7.228082,0.985
Roadside-V1,2Bed,0.457,0.9,0.681481,Floor,Wood Flooring on Joists,0.1,6,9,7.214962,0.975
GreenEdge-V3,2Bed,0.21,3.6,0.955962,Ceiling,"Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens",0.4,6,9,7.233974,0.984
HD-Urban-V1,2Bed,0.31,4.59,0.687055,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,6,0,7.236344,0.805
HD-Urban-V0,2Bed,0.402,3.6,0.866368,Ceiling,"Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool",0.4,6,9,7.204073,0.967
Ind-Zone-V0,2Bed,0.58,4.05,1.074527,Ceiling,"Gypsum Plaster Tiles, 17% Perforated, 22mm",0.45,6,9,8.552987,0.94
MD-Urban-V2,2Bed,0.292,2.781,0.556131,Window,Glass Block + Acoustic Plaster,0.309,6,9,8.829581,0.8
HD-Urban-V1,2Bed,0.373,0.549,1.549318,Window,Double Pane Glass + Plaster on Masonry,0.061,6,9,8.931393,0.976
HD-Urban-V1,2Bed,0.323,0.288,0.792128,Window,Wired Glass + Plaster on Masonry,0.032,6,9,8.431321,0.993
Roadside-V1,2Bed,0.48,0.513,0.444547,Window,Single Pane Glass + Unpainted Brick,0.057,6,9,8.660894,0.873
HD-Urban-V0,3Bed,0.419,4.77,0.760032,Window,Double Pane Glass + Fiberglass Board,0.53,3,9,8.741662,0.884
Roadside-V1,3Bed,0.465,0.225,0.649922,Door,Sliding Wood Door + Plaster on Masonry,0.025,3,9,8.521778,0.993
Roadside-V2,2Bed,0.339,0.27,0.921768,Wall,Unpainted Brick,0.03,6,9,6.889103,0.85
GreenEdge-V3,2Bed,0.205,3.24,0.82055,Wall,Concrete Block (Coarse),0.36,3,9,7.543832,0.973
Roadside-V2,2Bed,0.323,3.24,0.950469,Wall,Concrete Block (Coarse),0.36,3,9,7.507926,0.97
Roadside-V2,3Bed,0.367,0.9,0.899162,Floor,Wood Flooring on Joists,0.1,3,9,8.458615,0.979
HD-Urban-V0,3Bed,0.447,0.09,0.601869,Floor,Marble,0.01,3,9,8.097395,0.823
HD-Urban-V1,3Bed,0.373,2.7,0.684945,Floor,Thin Carpet on Wood,0.3,3,9,8.000516,0.975
HD-Urban-V1,3Bed,0.321,2.25,0.62269,Floor,Thin Carpet on Concrete,0.25,3,9,7.956256,0.895
GreenEdge-V3,3Bed,0.136,2.25,0.874736,Ceiling,"100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.25,3,9,8.045809,0.998
Roadside-V2,3Bed,0.411,0.9,0.660287,Ceiling,"Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing",0.1,3,0,7.958336,0.895
Ind-Zone-V0,3Bed,0.589,1.8,0.977074,Ceiling,50mm Mineral Wool Behind 25% Open Area Perforated Steel,0.2,3,9,7.917583,0.963
Roadside-V2,3Bed,0.385,2.7,0.986721,Ceiling,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,0.3,3,9,8.281778,0.997
HD-Urban-V0,3Bed,0.391,0.162,0.735346,Window,Small Pane Glass + Painted Brick,0.018,3,9,8.326507,0.828
HD-Urban-V0,3Bed,0.424,2.646,0.778196,Window,Single Pane Glass + Concrete Block (Coarse),0.294,3,9,8.442847,0.85
Ind-Zone-V0,3Bed,0.571,1.179,0.893342,Window,Single Pane Glass + Wood Paneling,0.131,6,9,7.94493,0.983
HD-Urban-V1,3Bed,0.32,0.252,0.615679,Window,Large Pane Glass + Plaster on Masonry,0.028,6,9,7.874617,0.809
HD-Urban-V1,3Bed,0.344,0.729,0.683652,Window,Laminated Glass + Plaster with Wallpaper Backing,0.081,6,9,7.840433,0.861
Roadside-V1,3Bed,0.427,0.351,0.681882,Door,Laminated Glass Door + Painted Brick,0.039,6,9,7.883748,0.984
HD-Urban-V1,2Bed,0.276,1.35,1.344641,Wall,Wood Paneling,0.15,6,9,7.935803,0.975
HD-Urban-V1,2Bed,0.34,0.36,0.993926,Wall,Plaster with Wallpaper Backing,0.04,6,9,4.211677,0.978
HD-Urban-V0,3Bed,0.437,0.27,0.594096,Floor,Vinyl Tile,0.03,6,9,7.891429,0.492
Ind-Zone-V0,3Bed,0.545,0.27,0.79267,Floor,Vinyl Tile,0.03,6,9,8.570974,0.463
MD-Urban-V2,3Bed,0.278,0.63,0.83228,Floor,Wood Parquet,0.07,6,9,8.854932,0.332
HD-Urban-V1,3Bed,0.32,0.9,0.684783,Floor,Wood Flooring on Joists,0.1,6,9,8.960112,0.494
HD-Urban-V1,3Bed,0.286,0.9,0.719821,Ceiling,Sprayed Cellulose Fiber (32mm on Solid Backing),0.1,6,9,8.115855,0.241
