zone_string,apartment_type_string,floor_height_m,laeq_db,period,total_surface_sqm,element_materials_string,absorption_coefficient_by_area_m,rt60_s,n._of_sound_sources_int,average_sound_source_distance_m,spl_db,barrier_distance_m,barrier_height_m,spl_after_barrier_db,spl_after_façade_dampening_db,comfort_index_float,wall_material,window_material,door_material,floor_material,ceiling_material,element_materials_string_raw,Window_Material,Wall_Material,Door_Material,Floor_Material,Ceiling_Material
Roadside-V1,1Bed,3,38.31,night,99,"Window: Wired Glass and Unpainted Brick; Window: Large Pane Glass and Concrete Block (Painted); Window: Glazed Ceramic Tile and Fiberglass Board; Door: Hollow-Core Wood Door and Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Concrete Block (Painted); Wall: Fiberglass Board; Floor: Wood Parquet; Floor: Cork Floor Tiles; Ceiling: 0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab; Ceiling: Hardboard, 25% Perforated Over 50mm Mineral Wool",0.753641,0.322611,3,17.583039,26.200629,0.8,0,26.200629,21.184139,0.777,Concrete Block (Coarse),Wired Glass and Unpainted Brick,Hollow-Core Wood Door and Plaster with Wallpaper Backing,Wood Parquet,0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab,"Window: Wired Glass and Unpainted Brick; Window: Large Pane Glass and Concrete Block (Painted); Window: Glazed Ceramic Tile and Fiberglass Board; Door: Hollow-Core Wood Door and Plaster with Wallpaper Backing; Wall: Concrete Block (Coarse); Wall: Concrete Block (Painted); Wall: Fiberglass Board; Floor: Wood Parquet; Floor: Cork Floor Tiles; Ceiling: 0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab; Ceiling: Hardboard, 25% Perforated Over 50mm Mineral Wool",Wired Glass and Unpainted Brick,Concrete Block (Coarse),Hollow-Core Wood Door and Plaster with Wallpaper Backing,Wood Parquet,0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab
GreenEdge-V3,1Bed,3,32.14,night,99,"Window: Double Pane Glass and Wood Paneling; Window: Insulated Glazing Unit and Concrete Block (Coarse); Door: Fire-Rated Door with Mineral Core and Painted Brick; Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Gypsum Board; Wall: Concrete Block (Coarse); Floor: Thin Carpet on Concrete; Floor: Thick Pile Carpet; Ceiling: Plaster (Gypsum or Lime, on Masonry); Ceiling: 0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab",0.28479,0.526264,2,15.173543,27.693112,0.8,0,27.693112,22.481293,0.827,Unpainted Brick,Double Pane Glass and Wood Paneling,Fire-Rated Door with Mineral Core and Painted Brick,Thin Carpet on Concrete,"Plaster (Gypsum or Lime, on Masonry)","Window: Double Pane Glass and Wood Paneling; Window: Insulated Glazing Unit and Concrete Block (Coarse); Door: Fire-Rated Door with Mineral Core and Painted Brick; Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Gypsum Board; Wall: Concrete Block (Coarse); Floor: Thin Carpet on Concrete; Floor: Thick Pile Carpet; Ceiling: Plaster (Gypsum or Lime, on Masonry); Ceiling: 0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab",Double Pane Glass and Wood Paneling,Unpainted Brick,Fire-Rated Door with Mineral Core and Painted Brick,Thin Carpet on Concrete,"Plaster (Gypsum or Lime, on Masonry)"
HD-Urban-V0,1Bed,6,53.97,day,99,"Window: Glass Block and Plaster on Masonry; Window: Small Pane Glass and Wood Paneling; Door: Single Pane Glass Door and Gypsum Board; Wall: Painted Brick; Wall: Fiberglass Board; Wall: Acoustic Plaster; Wall: Painted Brick; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Wood; Ceiling: Underlay in Perforated Metal Panels (25mm Batts); Ceiling: Mineral Wool Tiles, 180mm Airspace",0.627832,0.359993,2,9.276858,31.966834,0.8,0,31.966834,21.401012,0.621,Painted Brick,Glass Block and Plaster on Masonry,Single Pane Glass Door and Gypsum Board,Wood Flooring on Joists,Underlay in Perforated Metal Panels (25mm Batts),"Window: Glass Block and Plaster on Masonry; Window: Small Pane Glass and Wood Paneling; Door: Single Pane Glass Door and Gypsum Board; Wall: Painted Brick; Wall: Fiberglass Board; Wall: Acoustic Plaster; Wall: Painted Brick; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Wood; Ceiling: Underlay in Perforated Metal Panels (25mm Batts); Ceiling: Mineral Wool Tiles, 180mm Airspace",Glass Block and Plaster on Masonry,Painted Brick,Single Pane Glass Door and Gypsum Board,Wood Flooring on Joists,Underlay in Perforated Metal Panels (25mm Batts)
Roadside-V1,1Bed,6,53.49,day,99,"Window: Small Pane Glass and Fiberglass Board; Window: Insulated Glazing Unit and Fiberglass Board; Window: Wired Glass and Concrete Block (Coarse); Door: Plywood Door and Painted Brick; Wall: Acoustic Plaster; Wall: Plaster on Masonry; Wall: Wood Paneling; Floor: Marble; Floor: Vinyl Tile; Ceiling: Metal Deck (Perforated Channels, 25mm Batts); Ceiling: Perforated Underside of Structural Steel Decking",0.515372,0.401588,3,8.089896,33.369819,0.8,0,33.369819,27.330583,0.639,Acoustic Plaster,Small Pane Glass and Fiberglass Board,Plywood Door and Painted Brick,Marble,"Metal Deck (Perforated Channels, 25mm Batts)","Window: Small Pane Glass and Fiberglass Board; Window: Insulated Glazing Unit and Fiberglass Board; Window: Wired Glass and Concrete Block (Coarse); Door: Plywood Door and Painted Brick; Wall: Acoustic Plaster; Wall: Plaster on Masonry; Wall: Wood Paneling; Floor: Marble; Floor: Vinyl Tile; Ceiling: Metal Deck (Perforated Channels, 25mm Batts); Ceiling: Perforated Underside of Structural Steel Decking",Small Pane Glass and Fiberglass Board,Acoustic Plaster,Plywood Door and Painted Brick,Marble,"Metal Deck (Perforated Channels, 25mm Batts)"
GreenEdge-V3,1Bed,6,24.17,night,99,"Window: Glass Block and Wood Paneling; Door: Steel Door with Acoustic Treatment and Unpainted Brick; Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Wood Paneling; Wall: Plaster on Masonry; Wall: Unpainted Brick; Floor: Terrazzo; Floor: Cork Floor Tiles; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.037217,0.789396,1,17.825193,26.294167,0.8,0,26.294167,19.05366,0.825,Unpainted Brick,Glass Block and Wood Paneling,Steel Door with Acoustic Treatment and Unpainted Brick,Terrazzo,Sprayed Cellulose Fiber (25mm on Solid Backing),"Window: Glass Block and Wood Paneling; Door: Steel Door with Acoustic Treatment and Unpainted Brick; Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Wood Paneling; Wall: Plaster on Masonry; Wall: Unpainted Brick; Floor: Terrazzo; Floor: Cork Floor Tiles; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",Glass Block and Wood Paneling,Unpainted Brick,Steel Door with Acoustic Treatment and Unpainted Brick,Terrazzo,Sprayed Cellulose Fiber (25mm on Solid Backing)
HD-Urban-V0,1Bed,6,58.93,day,99,"Window: Large Pane Glass and Acoustic Plaster; Window: Double Pane Glass and Painted Brick; Window: Frosted Glass and Gypsum Board; Window: Insulated Glazing Unit and Acoustic Plaster; Door: Solid Wood Door and Plaster on Masonry; Wall: Acoustic Plaster; Wall: Fiberglass Board; Floor: Wood Flooring on Joists; Floor: Terrazzo; Ceiling: Plaster Decorative Panels, Ceilings; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing",0.537621,0.392613,4,20.482556,24.628198,0.8,0,24.628198,18.419219,0.578,Acoustic Plaster,Large Pane Glass and Acoustic Plaster,Solid Wood Door and Plaster on Masonry,Wood Flooring on Joists,"Plaster Decorative Panels, Ceilings","Window: Large Pane Glass and Acoustic Plaster; Window: Double Pane Glass and Painted Brick; Window: Frosted Glass and Gypsum Board; Window: Insulated Glazing Unit and Acoustic Plaster; Door: Solid Wood Door and Plaster on Masonry; Wall: Acoustic Plaster; Wall: Fiberglass Board; Floor: Wood Flooring on Joists; Floor: Terrazzo; Ceiling: Plaster Decorative Panels, Ceilings; Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing",Large Pane Glass and Acoustic Plaster,Acoustic Plaster,Solid Wood Door and Plaster on Masonry,Wood Flooring on Joists,"Plaster Decorative Panels, Ceilings"
Roadside-V1,1Bed,6,36.53,night,99,Window: Small Pane Glass and Fiberglass Board; Window: Small Pane Glass and Unpainted Brick; Door: Hollow-Core Wood Door and Plaster with Wallpaper Backing; Wall: Fiberglass Board; Wall: Wood Paneling; Wall: Concrete Block (Coarse); Wall: Unpainted Brick; Floor: Cork Floor Tiles; Floor: Thin Carpet on Concrete; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing),0.532767,0.394537,2,16.311349,27.065054,0.8,0,27.065054,12.5251,0.82,Fiberglass Board,Small Pane Glass and Fiberglass Board,Hollow-Core Wood Door and Plaster with Wallpaper Backing,Cork Floor Tiles,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind,Window: Small Pane Glass and Fiberglass Board; Window: Small Pane Glass and Unpainted Brick; Door: Hollow-Core Wood Door and Plaster with Wallpaper Backing; Wall: Fiberglass Board; Wall: Wood Paneling; Wall: Concrete Block (Coarse); Wall: Unpainted Brick; Floor: Cork Floor Tiles; Floor: Thin Carpet on Concrete; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing),Small Pane Glass and Fiberglass Board,Fiberglass Board,Hollow-Core Wood Door and Plaster with Wallpaper Backing,Cork Floor Tiles,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind
GreenEdge-V3,1Bed,6,21.45,night,99,Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Laminated Glass and Painted Brick; Window: Insulated Glazing Unit and Painted Brick; Door: Steel Door with Acoustic Treatment and Painted Brick; Wall: Gypsum Board; Wall: Plaster with Wallpaper Backing; Wall: Plaster on Masonry; Floor: Marble; Floor: Medium Pile Carpet; Ceiling: Wood Tongue-and-Groove Roof Decking; Ceiling: 0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab,0.0,0.853552,3,18.577703,25.745613,0.8,0,25.745613,10.670887,0.833,Gypsum Board,Glazed Ceramic Tile and Plaster on Masonry,Steel Door with Acoustic Treatment and Painted Brick,Marble,Wood Tongue-and-Groove Roof Decking,Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Laminated Glass and Painted Brick; Window: Insulated Glazing Unit and Painted Brick; Door: Steel Door with Acoustic Treatment and Painted Brick; Wall: Gypsum Board; Wall: Plaster with Wallpaper Backing; Wall: Plaster on Masonry; Floor: Marble; Floor: Medium Pile Carpet; Ceiling: Wood Tongue-and-Groove Roof Decking; Ceiling: 0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab,Glazed Ceramic Tile and Plaster on Masonry,Gypsum Board,Steel Door with Acoustic Treatment and Painted Brick,Marble,Wood Tongue-and-Groove Roof Decking
HD-Urban-V0,1Bed,6,22.07,night,99,Window: Single Pane Glass and Concrete Block (Painted); Window: Glass Block and Wood Paneling; Door: Double Pane Glass Door and Painted Brick; Wall: Gypsum Board; Wall: Fiberglass Board; Wall: Acoustic Plaster; Wall: Concrete Block (Coarse); Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Ceiling: 0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing),0.555421,0.385717,2,7.877823,33.386727,0.8,0,33.386727,23.289749,0.973,Gypsum Board,Single Pane Glass and Concrete Block (Painted),Double Pane Glass Door and Painted Brick,Cork Floor Tiles,0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab,Window: Single Pane Glass and Concrete Block (Painted); Window: Glass Block and Wood Paneling; Door: Double Pane Glass Door and Painted Brick; Wall: Gypsum Board; Wall: Fiberglass Board; Wall: Acoustic Plaster; Wall: Concrete Block (Coarse); Floor: Cork Floor Tiles; Floor: Wood Flooring on Joists; Ceiling: 0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab; Ceiling: Sprayed Cellulose Fiber (32mm on Solid Backing),Single Pane Glass and Concrete Block (Painted),Gypsum Board,Double Pane Glass Door and Painted Brick,Cork Floor Tiles,0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab
Roadside-V1,1Bed,9,53.65,day,99,"Window: Glazed Ceramic Tile and Wood Paneling; Window: Single Pane Glass and Concrete Block (Coarse); Window: Double Pane Glass and Unpainted Brick; Window: Frosted Glass and Concrete Block (Painted); Door: Hollow-Core Wood Door and Gypsum Board; Wall: Wood Paneling; Wall: Gypsum Board; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plaster Decorative Panels, Ceilings",0.395227,0.458142,4,12.451106,29.800148,0.8,0,29.800148,24.153058,0.618,Wood Paneling,Glazed Ceramic Tile and Wood Paneling,Hollow-Core Wood Door and Gypsum Board,Wood Flooring on Joists,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity","Window: Glazed Ceramic Tile and Wood Paneling; Window: Single Pane Glass and Concrete Block (Coarse); Window: Double Pane Glass and Unpainted Brick; Window: Frosted Glass and Concrete Block (Painted); Door: Hollow-Core Wood Door and Gypsum Board; Wall: Wood Paneling; Wall: Gypsum Board; Floor: Wood Flooring on Joists; Floor: Thin Carpet on Concrete; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plaster Decorative Panels, Ceilings",Glazed Ceramic Tile and Wood Paneling,Wood Paneling,Hollow-Core Wood Door and Gypsum Board,Wood Flooring on Joists,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity"
GreenEdge-V3,1Bed,9,49.46,day,99,"Window: Large Pane Glass and Painted Brick; Door: Fire-Rated Door with Mineral Core and Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Wall: Plaster on Masonry; Wall: Plaster with Wallpaper Backing; Wall: Plaster with Wallpaper Backing; Wall: Plaster with Wallpaper Backing; Floor: Vinyl Tile; Floor: Wood Flooring on Joists; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens",0.260113,0.54435,1,19.275923,25.614548,0.8,0,25.614548,8.743549,0.635,Acoustic Plaster,Large Pane Glass and Painted Brick,Fire-Rated Door with Mineral Core and Plaster with Wallpaper Backing,Vinyl Tile,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity","Window: Large Pane Glass and Painted Brick; Door: Fire-Rated Door with Mineral Core and Plaster with Wallpaper Backing; Wall: Acoustic Plaster; Wall: Plaster on Masonry; Wall: Plaster with Wallpaper Backing; Wall: Plaster with Wallpaper Backing; Wall: Plaster with Wallpaper Backing; Floor: Vinyl Tile; Floor: Wood Flooring on Joists; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens",Large Pane Glass and Painted Brick,Acoustic Plaster,Fire-Rated Door with Mineral Core and Plaster with Wallpaper Backing,Vinyl Tile,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity"
HD-Urban-V0,1Bed,9,11.58,night,99,"Window: Glazed Ceramic Tile and Unpainted Brick; Window: Small Pane Glass and Plaster with Wallpaper Backing; Window: Single Pane Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Plaster with Wallpaper Backing; Wall: Plaster with Wallpaper Backing; Wall: Fiberglass Board; Wall: Plaster with Wallpaper Backing; Floor: Terrazzo; Floor: Marble; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.29733,0.517526,3,17.497122,26.281804,0.8,0,26.281804,20.979568,0.961,Plaster with Wallpaper Backing,Glazed Ceramic Tile and Unpainted Brick,Laminated Glass Door and Plaster with Wallpaper Backing,Terrazzo,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind,"Window: Glazed Ceramic Tile and Unpainted Brick; Window: Small Pane Glass and Plaster with Wallpaper Backing; Window: Single Pane Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Plaster with Wallpaper Backing; Wall: Plaster with Wallpaper Backing; Wall: Fiberglass Board; Wall: Plaster with Wallpaper Backing; Floor: Terrazzo; Floor: Marble; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",Glazed Ceramic Tile and Unpainted Brick,Plaster with Wallpaper Backing,Laminated Glass Door and Plaster with Wallpaper Backing,Terrazzo,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind
Roadside-V1,1Bed,9,47.44,night,99,"Window: Glazed Ceramic Tile and Plaster with Wallpaper Backing; Window: Glass Block and Painted Brick; Window: Double Pane Glass and Concrete Block (Coarse); Window: Wired Glass and Fiberglass Board; Door: Sliding Wood Door and Unpainted Brick; Wall: Concrete Block (Coarse); Wall: Gypsum Board; Floor: Thin Carpet on Wood; Floor: Wood Parquet; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit; Ceiling: Metal Deck (Perforated Channels, 75mm Batts)",0.535194,0.393573,4,21.767188,24.150863,0.8,0,24.150863,19.454311,0.702,Concrete Block (Coarse),Glazed Ceramic Tile and Plaster with Wallpaper Backing,Sliding Wood Door and Unpainted Brick,Thin Carpet on Wood,"Mineral Wool Tiles, Glued/Screwed to Soffit","Window: Glazed Ceramic Tile and Plaster with Wallpaper Backing; Window: Glass Block and Painted Brick; Window: Double Pane Glass and Concrete Block (Coarse); Window: Wired Glass and Fiberglass Board; Door: Sliding Wood Door and Unpainted Brick; Wall: Concrete Block (Coarse); Wall: Gypsum Board; Floor: Thin Carpet on Wood; Floor: Wood Parquet; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit; Ceiling: Metal Deck (Perforated Channels, 75mm Batts)",Glazed Ceramic Tile and Plaster with Wallpaper Backing,Concrete Block (Coarse),Sliding Wood Door and Unpainted Brick,Thin Carpet on Wood,"Mineral Wool Tiles, Glued/Screwed to Soffit"
GreenEdge-V3,1Bed,9,28.66,night,99,"Window: Double Pane Glass and Concrete Block (Coarse); Window: Double Pane Glass and Gypsum Board; Door: Laminated Glass Door and Painted Brick; Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Floor: Thin Carpet on Concrete; Floor: Thin Carpet on Wood; Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm; Ceiling: Mineral Wool Tiles, 180mm Airspace",0.713592,0.33364,2,24.198433,23.639107,0.8,0,23.639107,11.594936,0.885,Wood Paneling,Double Pane Glass and Concrete Block (Coarse),Laminated Glass Door and Painted Brick,Thin Carpet on Concrete,"Gypsum Plaster Tiles, 17% Perforated, 22mm","Window: Double Pane Glass and Concrete Block (Coarse); Window: Double Pane Glass and Gypsum Board; Door: Laminated Glass Door and Painted Brick; Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Concrete Block (Coarse); Wall: Acoustic Plaster; Floor: Thin Carpet on Concrete; Floor: Thin Carpet on Wood; Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm; Ceiling: Mineral Wool Tiles, 180mm Airspace",Double Pane Glass and Concrete Block (Coarse),Wood Paneling,Laminated Glass Door and Painted Brick,Thin Carpet on Concrete,"Gypsum Plaster Tiles, 17% Perforated, 22mm"
